geneID	UnTrt_1	UnTrt_2	UnTrt_3	EtOH6H_1	EtOH6H_2	EtOH6H_3	ET24H_1	ET24H_2	ET24H_3
ENSMUSG00000020198	2852	3194	2978	3582	4004	4662	4299	4476	4385
ENSMUSG00000020205	106	104	111	361	321	369	387	409	390
ENSMUSG00000020211	724	800	671	749	787	1050	1012	960	1075
ENSMUSG00000020212	100	152	132	176	199	239	214	199	184
ENSMUSG00000020213	0	0	0	0	0	0	0	0	0
ENSMUSG00000020214	0	0	0	0	0	0	0	0	0
ENSMUSG00000020216	913	903	868	2321	2436	3205	2719	2896	2926
ENSMUSG00000020218	1	2	2	1	3	7	11	17	7
ENSMUSG00000020219	1169	1299	1171	1324	1381	1852	1578	1765	1826
ENSMUSG00000020220	2684	2517	2707	1589	1728	1975	1923	1801	1859
ENSMUSG00000020224	418	512	387	560	633	828	741	786	712
ENSMUSG00000020225	1047	1070	919	1402	1478	2073	1806	1901	1660
ENSMUSG00000020226	0	0	0	0	0	1	1	0	0
ENSMUSG00000020227	4	4	5	10	7	14	8	6	5
ENSMUSG00000020228	377	410	389	596	620	726	562	601	597
ENSMUSG00000020229	0	0	0	0	0	0	0	0	0
ENSMUSG00000020230	891	888	861	1372	1475	1941	1643	1766	1800
ENSMUSG00000020231	747	1221	790	1518	1757	2191	1652	1855	1848
ENSMUSG00000020232	946	970	1012	1106	1096	1390	1167	1264	1331
ENSMUSG00000020234	0	0	3	0	1	1	1	2	3
ENSMUSG00000020235	1061	1334	1086	1340	1465	1837	1698	1802	1787
ENSMUSG00000020238	2764	3366	2871	3297	3628	4371	3794	4124	4311
ENSMUSG00000020241	14049	12800	15532	3699	3945	5033	4329	4688	5071
ENSMUSG00000020246	901	916	832	643	729	817	903	932	906
ENSMUSG00000020248	275	320	259	251	268	343	316	346	348
ENSMUSG00000020250	2729	2963	2584	4489	4822	5990	4964	5158	5007
ENSMUSG00000020251	127	117	120	93	89	99	87	71	83
ENSMUSG00000020253	402	500	419	253	254	333	292	308	322
ENSMUSG00000020255	711	807	672	803	870	1018	865	937	918
ENSMUSG00000020256	2947	2367	2563	1251	1454	1500	1424	1271	1352
ENSMUSG00000020257	1190	1163	1012	1092	1154	1373	1304	1294	1279
ENSMUSG00000020258	14	20	15	6	8	11	8	12	8
ENSMUSG00000020260	2485	2996	2513	1968	2053	2568	2531	2690	2819
ENSMUSG00000020261	507	606	461	341	383	468	371	414	410
ENSMUSG00000020262	688	848	713	1173	1318	1609	1111	1160	1153
ENSMUSG00000020263	675	629	661	660	702	879	753	669	684
ENSMUSG00000020264	0	1	0	0	0	0	0	0	0
ENSMUSG00000020265	1817	1633	1669	978	952	1343	1334	1331	1405
ENSMUSG00000020267	2553	2894	2504	2425	2699	2976	2800	2996	3154
ENSMUSG00000020268	26	29	21	28	25	26	23	17	23
ENSMUSG00000020270	0	0	0	0	0	0	0	0	0
ENSMUSG00000020271	1815	1736	1755	2026	2219	2610	2484	2412	2414
ENSMUSG00000020272	362	471	359	548	607	710	517	561	652
ENSMUSG00000020273	176	186	207	197	242	252	269	256	230
ENSMUSG00000020275	152	139	132	120	92	129	127	158	109
ENSMUSG00000020277	3794	4498	3879	3203	3108	3271	4292	4538	5190
ENSMUSG00000020279	0	2	0	5	8	5	3	1	1
ENSMUSG00000020280	379	320	323	258	260	318	274	292	277
ENSMUSG00000020282	2002	2240	2154	1656	1817	2347	2179	2415	2441
ENSMUSG00000020283	396	347	350	296	380	455	400	436	344
ENSMUSG00000020284	300	324	308	344	333	389	350	372	406
ENSMUSG00000020286	7	5	7	32	31	41	44	30	24
ENSMUSG00000020287	85	76	70	59	55	81	74	71	62
ENSMUSG00000020288	343	335	334	528	607	816	720	756	655
ENSMUSG00000020289	574	494	532	420	431	563	535	583	483
ENSMUSG00000020290	1448	1680	1322	2626	2957	3455	2408	2179	2132
ENSMUSG00000020295	0	1	1	0	0	0	1	0	1
ENSMUSG00000020297	0	0	0	0	0	1	1	0	0
ENSMUSG00000020299	0	0	0	0	0	0	0	0	0
ENSMUSG00000020300	662	571	664	591	584	794	743	642	649
ENSMUSG00000020303	151	149	120	103	115	122	103	96	117
ENSMUSG00000020305	290	344	268	340	382	442	399	377	397
ENSMUSG00000020307	1349	1632	1351	2079	2069	2691	2599	2776	2827
ENSMUSG00000020308	610	746	632	618	781	902	734	851	883
ENSMUSG00000020309	100	98	98	51	45	63	54	48	55
ENSMUSG00000020310	0	0	1	0	0	0	0	1	0
ENSMUSG00000020311	787	795	798	624	689	742	858	803	773
ENSMUSG00000020312	377	522	398	1070	1262	1441	990	1040	1160
ENSMUSG00000020315	13745	15145	14106	20355	21392	26728	23175	23614	23111
ENSMUSG00000020317	0	0	0	0	0	1	0	0	0
ENSMUSG00000020319	165	181	164	115	157	156	167	150	143
ENSMUSG00000020321	2359	2310	2115	1991	2305	2624	2823	3018	2799
ENSMUSG00000020323	1	6	3	0	1	1	1	1	3
ENSMUSG00000020325	499	702	521	520	579	796	675	761	929
ENSMUSG00000020326	2693	4871	2627	7582	8348	10155	9463	8939	7367
ENSMUSG00000020327	5	2	6	0	0	3	3	2	3
ENSMUSG00000020328	848	1235	877	1005	1065	1279	1342	1264	1270
ENSMUSG00000020329	788	811	832	796	919	1113	1019	1136	1110
ENSMUSG00000020330	140	558	160	353	386	443	517	586	500
ENSMUSG00000020331	1	9	7	13	15	14	8	14	8
ENSMUSG00000020332	0	0	0	0	0	0	0	0	0
ENSMUSG00000020333	138	116	151	236	234	302	351	340	318
ENSMUSG00000020334	61	76	68	79	84	120	65	96	64
ENSMUSG00000020335	4	1	6	2	2	2	2	2	3
ENSMUSG00000020340	73	49	54	172	210	230	154	172	189
ENSMUSG00000020346	2202	2494	2156	1545	1787	1938	1794	1910	2027
ENSMUSG00000020349	4547	5088	4471	4624	5031	6023	5843	6034	5882
ENSMUSG00000020354	196	270	180	151	173	199	200	217	227
ENSMUSG00000020357	0	0	1	0	0	1	0	0	0
ENSMUSG00000020358	5009	6098	4937	4051	4162	5340	5343	5775	6049
ENSMUSG00000020359	210	199	195	123	129	161	176	175	158
ENSMUSG00000020361	5703	5178	5210	5043	4962	6831	6937	6745	6326
ENSMUSG00000020362	1430	1451	1280	1283	1357	1482	1592	1558	1519
ENSMUSG00000020363	2	8	2	4	10	2	2	4	2
ENSMUSG00000020364	66	62	64	68	88	80	55	55	54
ENSMUSG00000020366	777	847	728	718	866	1041	915	963	889
ENSMUSG00000020368	8545	9840	8456	10518	11228	14867	13911	13541	12642
ENSMUSG00000020372	14329	16952	14383	17693	19820	24729	22303	23989	23254
ENSMUSG00000020374	0	0	0	0	0	0	0	0	0
ENSMUSG00000020375	820	733	832	522	601	725	668	717	679
ENSMUSG00000020376	1	0	0	0	1	0	0	0	0
ENSMUSG00000020377	1	3	7	0	2	0	0	0	0
ENSMUSG00000020380	852	848	843	740	851	1047	916	862	836
ENSMUSG00000020381	25	17	22	2	7	10	7	6	17
ENSMUSG00000020383	0	0	1	0	0	2	0	0	0
ENSMUSG00000020385	414	335	378	263	276	357	425	387	354
ENSMUSG00000020386	1023	904	895	631	685	763	837	825	804
ENSMUSG00000020387	368	268	303	114	140	131	119	150	142
ENSMUSG00000020388	1988	2219	2102	2543	2743	3390	3574	3707	3757
ENSMUSG00000020389	180	159	182	101	101	96	99	97	89
ENSMUSG00000020390	1425	1463	1424	1444	1639	1787	1716	1618	1482
ENSMUSG00000020392	318	245	321	156	181	179	167	162	197
ENSMUSG00000020393	5469	6320	5586	4465	4980	5584	5137	5440	5718
ENSMUSG00000020395	0	0	2	0	0	1	1	0	0
ENSMUSG00000020396	3	4	1	1	0	2	2	3	0
ENSMUSG00000020397	129	134	118	141	156	190	169	155	183
ENSMUSG00000020399	6	19	12	64	65	63	37	43	35
ENSMUSG00000020400	731	811	807	1173	1248	1597	1358	1422	1226
ENSMUSG00000020401	15	19	18	54	50	70	62	74	65
ENSMUSG00000020402	3505	3985	3376	4905	5319	6392	5948	6074	6106
ENSMUSG00000020405	0	0	0	0	0	0	0	0	0
ENSMUSG00000020407	44	56	44	95	119	157	108	121	115
ENSMUSG00000020409	958	964	956	1075	1179	1456	1237	1337	1341
ENSMUSG00000020411	1	6	0	5	5	6	13	11	11
ENSMUSG00000020412	1408	1522	1406	1392	1432	1747	1690	1627	1653
ENSMUSG00000020413	199	143	223	85	86	86	78	116	130
ENSMUSG00000020415	98	387	107	266	289	311	316	390	395
ENSMUSG00000020419	3	9	8	6	2	1	6	1	3
ENSMUSG00000020420	41	37	52	48	45	54	40	38	43
ENSMUSG00000020422	6224	6739	6108	3895	4009	4940	5115	5167	5151
ENSMUSG00000020423	406	598	434	790	893	982	875	890	844
ENSMUSG00000020424	64	106	69	48	71	90	48	49	62
ENSMUSG00000020427	106	158	144	10	2	3	2	2	6
ENSMUSG00000020428	0	0	0	0	0	0	0	0	0
ENSMUSG00000020429	0	0	0	0	0	0	0	0	0
ENSMUSG00000020430	1474	1552	1442	1385	1592	1960	1867	1914	1958
ENSMUSG00000020431	10	11	14	6	12	17	7	11	10
ENSMUSG00000020432	398	347	436	351	425	442	412	359	372
ENSMUSG00000020434	20	16	19	23	19	20	39	26	21
ENSMUSG00000020435	38	33	32	912	1005	1195	839	822	846
ENSMUSG00000020436	0	1	0	1	1	0	0	0	1
ENSMUSG00000020437	3	1	2	6	0	4	3	2	5
ENSMUSG00000020439	1275	1796	1269	2074	2183	2606	2350	2446	2607
ENSMUSG00000020440	1653	2130	1834	1686	1902	2392	2031	2073	2276
ENSMUSG00000020441	145	157	124	173	218	234	195	228	189
ENSMUSG00000020444	645	539	584	449	548	616	489	506	516
ENSMUSG00000020447	4	5	3	6	4	3	6	12	7
ENSMUSG00000020448	1085	1165	1085	876	927	1134	1015	1077	1069
ENSMUSG00000020451	883	994	834	766	885	1006	953	1009	961
ENSMUSG00000020453	743	681	752	457	498	576	492	482	495
ENSMUSG00000020454	1039	1176	1047	1044	1123	1341	1214	1335	1215
ENSMUSG00000020455	453	518	480	597	682	809	753	862	788
ENSMUSG00000020456	3601	4265	3684	4026	4428	5513	4950	5230	5037
ENSMUSG00000020457	1138	1217	1099	1360	1427	1700	1538	1541	1450
ENSMUSG00000020458	10950	12644	10759	11642	12585	15389	14186	13970	14830
ENSMUSG00000020459	454	421	414	489	511	648	630	610	585
ENSMUSG00000020460	6515	7063	6376	6947	7798	9503	9415	10075	9376
ENSMUSG00000020461	2	1	2	1	0	0	2	0	1
ENSMUSG00000020462	717	876	715	715	823	955	909	982	908
ENSMUSG00000020463	1045	1057	960	740	933	981	1074	938	980
ENSMUSG00000020464	291	322	254	325	362	475	509	475	415
ENSMUSG00000020467	41	15	46	2	5	4	4	1	2
ENSMUSG00000020469	0	0	0	0	0	0	0	0	0
ENSMUSG00000020471	574	608	579	483	539	571	436	495	570
ENSMUSG00000020472	842	547	761	368	421	396	353	357	427
ENSMUSG00000020473	29173	26960	30581	4256	4718	6185	5773	6205	6114
ENSMUSG00000020474	238	195	227	133	144	184	134	134	151
ENSMUSG00000020475	332	316	305	211	206	232	248	245	250
ENSMUSG00000020476	1644	1882	1809	1512	1624	2040	1826	2005	1957
ENSMUSG00000020477	521	646	575	565	581	767	652	729	703
ENSMUSG00000020481	0	0	0	0	0	0	0	0	0
ENSMUSG00000020482	482	557	488	818	914	1079	909	862	836
ENSMUSG00000020483	3588	3527	3550	2631	2711	3572	2777	2934	3117
ENSMUSG00000020484	2493	3109	2483	2730	2930	3292	3438	3406	3192
ENSMUSG00000020485	920	894	807	948	994	1355	1228	1176	1216
ENSMUSG00000020486	7	17	12	19	17	22	18	22	18
ENSMUSG00000020490	0	0	0	0	0	1	0	0	1
ENSMUSG00000020491	106	108	101	92	110	117	113	106	121
ENSMUSG00000020492	152	190	113	140	132	192	187	240	218
ENSMUSG00000020493	93	274	122	228	226	259	277	319	286
ENSMUSG00000020495	534	602	566	660	719	901	750	773	740
ENSMUSG00000020496	3691	3748	3517	3455	3780	4600	3752	3942	4161
ENSMUSG00000020513	173	186	176	131	141	176	197	179	158
ENSMUSG00000020514	309	319	270	379	396	476	414	484	436
ENSMUSG00000020515	992	1008	861	1013	1111	1312	1150	1256	1221
ENSMUSG00000020516	1167	1255	1155	1195	1303	1564	1630	1449	1573
ENSMUSG00000020519	633	644	627	594	640	686	527	568	660
ENSMUSG00000020520	3186	3348	3160	2259	2474	2647	2736	2916	2898
ENSMUSG00000020521	693	754	632	544	556	664	636	606	618
ENSMUSG00000020522	690	803	736	810	861	1037	924	929	902
ENSMUSG00000020523	1055	1158	1032	1024	1060	1250	1245	1298	1157
ENSMUSG00000020524	0	2	9	33	48	59	53	53	51
ENSMUSG00000020525	269	346	307	355	368	400	379	391	396
ENSMUSG00000020526	107	95	86	55	77	68	46	74	64
ENSMUSG00000020527	276	320	309	246	248	319	309	273	285
ENSMUSG00000020528	238	230	218	275	351	387	344	290	323
ENSMUSG00000020530	1395	1489	1413	1438	1509	1957	1771	1728	1761
ENSMUSG00000020532	2369	3078	2391	2096	2391	2747	2545	2566	2470
ENSMUSG00000020534	156	130	115	121	160	173	169	163	147
ENSMUSG00000020536	1411	1451	1407	1691	1785	2137	1800	2026	2008
ENSMUSG00000020537	761	779	700	758	876	1015	986	1050	892
ENSMUSG00000020538	2844	3251	2950	2126	2199	2661	2590	2722	2824
ENSMUSG00000020541	60	73	86	171	171	187	188	194	168
ENSMUSG00000020542	0	0	0	0	0	3	2	2	2
ENSMUSG00000020544	176	176	115	124	139	153	139	165	148
ENSMUSG00000020545	0	0	0	0	1	0	0	0	0
ENSMUSG00000020546	448	446	400	583	629	689	675	592	615
ENSMUSG00000020547	515	559	511	631	733	819	819	786	753
ENSMUSG00000020548	1	0	0	0	0	0	0	0	2
ENSMUSG00000020549	723	713	669	664	663	949	835	904	852
ENSMUSG00000020553	2	5	4	3	4	5	3	1	3
ENSMUSG00000020561	267	311	228	236	243	308	300	323	285
ENSMUSG00000020562	0	0	0	0	0	0	0	0	0
ENSMUSG00000020564	582	477	555	204	215	331	391	448	387
ENSMUSG00000020566	8	4	4	5	10	10	14	8	10
ENSMUSG00000020570	1377	1636	1357	1832	2007	2219	2205	2315	2089
ENSMUSG00000020571	4644	6553	5027	6375	7280	8327	7764	8200	7994
ENSMUSG00000020572	682	663	639	465	501	576	511	518	486
ENSMUSG00000020573	0	0	0	0	0	0	0	0	0
ENSMUSG00000020576	1105	1123	1097	743	885	986	936	963	965
ENSMUSG00000020577	8	2	6	16	18	8	14	9	16
ENSMUSG00000020580	4134	4162	3897	3521	4328	4738	4872	4483	4666
ENSMUSG00000020581	0	0	0	0	0	0	0	0	0
ENSMUSG00000020583	20	19	22	3	4	3	6	7	1
ENSMUSG00000020585	10272	10999	10115	10341	10684	12881	13291	12793	12943
ENSMUSG00000020589	0	0	0	0	0	0	0	0	0
ENSMUSG00000020590	1337	1651	1328	1224	1419	1568	1594	1461	1552
ENSMUSG00000020591	0	1	1	0	1	0	0	0	0
ENSMUSG00000020592	4094	6046	4217	7121	7626	9608	7901	8633	8576
ENSMUSG00000020593	307	463	406	421	452	510	448	410	427
ENSMUSG00000020594	2755	2806	2560	2507	2824	3325	3029	2976	2870
ENSMUSG00000020598	17	15	10	4	13	15	8	4	4
ENSMUSG00000020599	0	1	0	0	0	0	0	0	0
ENSMUSG00000020600	8	5	15	8	8	17	14	18	20
ENSMUSG00000020601	36	42	59	152	169	233	155	159	150
ENSMUSG00000020604	82	66	78	22	25	11	18	24	12
ENSMUSG00000020605	539	530	499	584	598	772	615	666	666
ENSMUSG00000020607	11	16	9	17	12	13	7	6	18
ENSMUSG00000020608	1405	1403	1256	847	1131	1310	1377	1265	1295
ENSMUSG00000020609	5	6	4	6	2	2	2	0	0
ENSMUSG00000020610	504	562	499	700	836	892	740	796	692
ENSMUSG00000020611	1434	1634	1377	1853	2074	2471	2153	2109	1956
ENSMUSG00000020612	13506	12795	12820	13229	13953	16690	18044	17679	18285
ENSMUSG00000020614	6243	6732	6523	2092	2286	2686	2706	3028	2972
ENSMUSG00000020617	3	2	7	2	2	3	2	7	3
ENSMUSG00000020620	226	202	181	123	114	155	160	142	125
ENSMUSG00000020621	327	305	298	249	329	313	262	298	306
ENSMUSG00000020622	2	1	1	1	3	3	0	1	1
ENSMUSG00000020623	47	49	39	85	97	117	75	68	64
ENSMUSG00000020624	1	0	0	1	2	0	0	2	1
ENSMUSG00000020627	0	0	0	0	0	0	0	0	0
ENSMUSG00000020628	748	757	692	593	636	745	691	715	618
ENSMUSG00000020629	174	188	182	159	225	272	227	187	201
ENSMUSG00000020630	199	257	207	173	179	237	226	197	199
ENSMUSG00000020633	0	0	0	0	0	0	0	0	0
ENSMUSG00000020634	531	537	500	434	494	569	511	487	430
ENSMUSG00000020635	79	104	84	33	38	59	38	62	52
ENSMUSG00000020636	0	0	0	0	0	0	0	0	0
ENSMUSG00000020638	0	0	0	4	3	4	6	7	3
ENSMUSG00000020639	0	0	0	0	0	0	0	0	0
ENSMUSG00000020640	1083	1064	964	996	1181	1321	1147	1089	1140
ENSMUSG00000020641	0	0	1	11	12	8	4	9	9
ENSMUSG00000020642	0	0	0	0	0	0	0	0	0
ENSMUSG00000020644	263	292	294	94	88	103	91	117	109
ENSMUSG00000020646	31	20	26	16	15	27	30	32	19
ENSMUSG00000020647	781	726	802	428	464	572	446	522	491
ENSMUSG00000020648	74	83	49	52	37	65	54	85	89
ENSMUSG00000020649	1990	2605	1937	908	998	1221	1396	1443	1416
ENSMUSG00000020650	303	292	247	245	315	301	312	249	256
ENSMUSG00000020651	0	4	0	1	0	0	0	0	0
ENSMUSG00000020652	132	158	138	97	133	174	141	169	153
ENSMUSG00000020653	155	135	127	523	478	696	483	451	514
ENSMUSG00000020654	43	63	47	42	54	33	50	39	45
ENSMUSG00000020656	8	5	4	3	2	4	3	5	2
ENSMUSG00000020657	206	226	180	153	155	183	178	135	169
ENSMUSG00000020658	0	1	0	2	1	0	1	0	3
ENSMUSG00000020659	159	174	162	137	188	204	183	192	195
ENSMUSG00000020660	0	0	0	0	0	0	0	0	0
ENSMUSG00000020661	550	548	551	558	595	684	464	537	587
ENSMUSG00000020664	2081	1932	1890	1590	1867	2329	2308	2140	2189
ENSMUSG00000020668	868	859	821	718	838	948	696	759	733
ENSMUSG00000020669	58	48	54	45	53	52	45	54	52
ENSMUSG00000020671	3025	3450	3089	2795	2949	3517	3462	3407	3448
ENSMUSG00000020672	0	0	0	0	0	0	2	0	0
ENSMUSG00000020673	0	0	0	1	0	0	0	0	0
ENSMUSG00000020674	7915	10975	9188	4969	5564	6611	5423	5821	5697
ENSMUSG00000020676	0	0	4	3	1	2	1	0	2
ENSMUSG00000020677	645	689	635	571	656	791	768	737	695
ENSMUSG00000020679	0	0	0	0	0	1	1	0	0
ENSMUSG00000020680	1252	1476	1142	1217	1203	1715	1630	1749	1742
ENSMUSG00000020681	1	2	1	16	18	32	62	74	62
ENSMUSG00000020682	229	291	263	298	240	295	259	308	353
ENSMUSG00000020684	7	13	3	11	7	7	4	8	6
ENSMUSG00000020686	1	1	0	0	0	0	0	0	0
ENSMUSG00000020687	1370	1605	1339	1684	1795	2259	2260	2109	2145
ENSMUSG00000020689	615	1008	768	2818	3129	3783	2660	2758	2871
ENSMUSG00000020690	3	4	7	4	14	19	11	13	18
ENSMUSG00000020691	303	317	309	300	323	382	385	431	416
ENSMUSG00000020692	268	235	273	144	128	164	142	142	183
ENSMUSG00000020694	1107	1150	1138	1074	1151	1356	1286	1251	1217
ENSMUSG00000020695	7175	7444	7789	3601	4315	5045	4712	5337	5590
ENSMUSG00000020696	120	77	125	130	125	163	123	114	132
ENSMUSG00000020697	1044	1224	1074	1210	1258	1704	1599	1675	1509
ENSMUSG00000020698	10	11	7	3	5	4	6	4	3
ENSMUSG00000020700	1195	1243	1188	1070	1146	1392	1180	1327	1185
ENSMUSG00000020701	0	0	0	0	0	0	0	0	0
ENSMUSG00000020702	0	0	0	0	0	0	0	0	0
ENSMUSG00000020703	0	0	0	0	0	0	0	0	0
ENSMUSG00000020704	0	0	0	0	0	0	0	0	0
ENSMUSG00000020705	1680	1862	1732	1480	1573	1798	1833	1867	1924
ENSMUSG00000020706	1588	1646	1536	1437	1421	1888	1837	1876	1817
ENSMUSG00000020707	115	107	134	97	98	103	123	109	118
ENSMUSG00000020708	2157	2203	2064	2391	2656	3290	3173	3339	3319
ENSMUSG00000020709	3	1	5	1	0	1	4	1	0
ENSMUSG00000020712	1	3	4	2	2	0	2	2	3
ENSMUSG00000020713	0	0	0	0	1	0	0	0	0
ENSMUSG00000020715	1010	1314	1100	1077	1218	1544	1218	1264	1287
ENSMUSG00000020716	1682	1595	1656	2317	2514	3065	2795	2660	2677
ENSMUSG00000020717	0	5	2	1	0	1	2	0	0
ENSMUSG00000020718	67	58	69	47	58	53	58	71	43
ENSMUSG00000020719	11375	11176	10734	9013	9931	11833	11777	11437	10896
ENSMUSG00000020720	1850	2084	1767	1924	2171	2548	2563	2568	2385
ENSMUSG00000020721	1349	1184	1319	1062	1083	1384	1262	1240	1274
ENSMUSG00000020722	1942	1744	1870	3081	3390	4239	3924	4153	4365
ENSMUSG00000020723	1	1	1	0	5	0	2	3	3
ENSMUSG00000020728	42	74	38	48	58	86	78	82	70
ENSMUSG00000020732	0	0	0	0	0	2	0	0	1
ENSMUSG00000020733	307	293	288	408	479	520	382	429	479
ENSMUSG00000020734	1	0	3	0	0	0	0	0	0
ENSMUSG00000020736	626	665	671	474	514	690	502	613	603
ENSMUSG00000020737	1555	2144	1587	2880	3197	3831	3615	3930	3806
ENSMUSG00000020738	1340	1369	1306	1011	998	1350	1361	1356	1430
ENSMUSG00000020739	713	755	739	501	556	727	756	740	752
ENSMUSG00000020740	392	418	439	427	457	612	525	558	526
ENSMUSG00000020741	2265	2130	2188	2303	2503	2889	2427	2632	2562
ENSMUSG00000020743	245	235	283	132	168	201	165	150	180
ENSMUSG00000020744	193	157	172	178	226	272	168	195	209
ENSMUSG00000020745	4152	4445	3962	3534	3834	4639	5103	4661	4779
ENSMUSG00000020747	687	688	695	1024	1113	1295	1187	1197	1217
ENSMUSG00000020752	371	362	335	367	418	536	431	509	432
ENSMUSG00000020755	1102	1154	945	1229	1377	1668	1528	1540	1562
ENSMUSG00000020758	22	23	14	76	83	78	62	75	78
ENSMUSG00000020766	1326	1599	1260	977	1083	1206	1284	1375	1639
ENSMUSG00000020770	493	452	485	364	418	562	520	546	558
ENSMUSG00000020773	691	912	775	1216	1315	1500	1293	1445	1576
ENSMUSG00000020774	54	33	34	40	42	62	59	46	71
ENSMUSG00000020775	712	676	712	810	818	1051	974	1024	952
ENSMUSG00000020776	882	1100	948	1113	1128	1382	1246	1302	1319
ENSMUSG00000020777	2167	2030	2090	2631	2823	3658	3033	3214	2985
ENSMUSG00000020778	160	223	219	173	192	214	242	233	296
ENSMUSG00000020780	2338	2043	2155	1754	2017	2353	2090	2070	2168
ENSMUSG00000020781	237	270	236	226	205	256	230	241	254
ENSMUSG00000020782	17	12	11	8	4	10	6	5	1
ENSMUSG00000020783	778	509	675	405	412	482	505	451	501
ENSMUSG00000020785	162	183	157	235	272	305	232	308	257
ENSMUSG00000020787	1	0	1	0	0	4	0	1	4
ENSMUSG00000020788	100	61	66	10	19	14	14	18	21
ENSMUSG00000020790	2228	2191	2164	2095	2313	2614	2604	2408	2440
ENSMUSG00000020792	1231	1424	1220	1356	1450	1689	1529	1545	1616
ENSMUSG00000020793	73	55	68	132	116	216	140	135	93
ENSMUSG00000020794	1000	1132	983	946	1089	1195	1259	1124	1108
ENSMUSG00000020798	5	1	2	2	0	0	0	0	1
ENSMUSG00000020799	0	0	0	0	0	0	0	0	1
ENSMUSG00000020801	183	206	201	207	217	294	269	263	282
ENSMUSG00000020802	1172	1220	1123	1335	1455	1840	1416	1452	1589
ENSMUSG00000020803	904	1122	882	1256	1299	1553	1447	1534	1433
ENSMUSG00000020804	0	0	2	1	1	2	0	0	1
ENSMUSG00000020805	0	2	0	0	1	1	0	0	0
ENSMUSG00000020806	152	206	123	432	480	661	534	535	626
ENSMUSG00000020807	189	236	223	327	326	358	319	331	332
ENSMUSG00000020808	157	588	195	245	232	253	280	388	385
ENSMUSG00000020810	0	0	0	3	1	0	1	1	1
ENSMUSG00000020811	0	0	2	3	1	1	3	0	0
ENSMUSG00000020812	74	88	56	54	45	73	49	66	94
ENSMUSG00000020814	3195	3530	3255	3319	3557	4305	4411	4713	5182
ENSMUSG00000020817	1990	2058	1877	2010	2375	2825	2875	2571	2436
ENSMUSG00000020818	836	812	795	991	1174	1393	1220	1265	1070
ENSMUSG00000020821	9585	11003	10286	6998	7602	9157	8429	8822	9525
ENSMUSG00000020823	2356	2420	2361	3054	3132	3707	3628	3738	3926
ENSMUSG00000020826	0	0	0	0	1	0	1	0	0
ENSMUSG00000020827	1763	2026	1922	1847	1947	2460	1991	2080	2052
ENSMUSG00000020828	370	389	375	638	679	765	566	580	581
ENSMUSG00000020829	173	224	189	245	247	313	240	272	236
ENSMUSG00000020830	0	0	0	0	0	0	0	0	0
ENSMUSG00000020831	6	4	4	1	1	2	7	4	7
ENSMUSG00000020832	297	301	299	175	237	276	256	294	287
ENSMUSG00000020834	89	77	100	71	82	87	72	75	58
ENSMUSG00000020836	607	608	566	1144	1261	1688	1279	1379	1308
ENSMUSG00000020838	0	0	1	1	0	0	0	0	0
ENSMUSG00000020839	0	0	0	0	0	0	0	0	0
ENSMUSG00000020840	757	599	696	384	386	467	385	437	499
ENSMUSG00000020841	3562	4099	3763	3960	4286	4683	4783	4825	4578
ENSMUSG00000020843	753	655	758	424	460	570	541	619	637
ENSMUSG00000020844	2751	3378	2931	1472	1633	1880	1823	1805	1915
ENSMUSG00000020846	5682	5985	5772	586	655	621	856	883	932
ENSMUSG00000020847	8	3	2	2	3	0	0	0	0
ENSMUSG00000020848	12	12	8	5	1	1	1	4	3
ENSMUSG00000020849	9518	9905	8871	9662	10360	12927	13894	13531	13530
ENSMUSG00000020850	8149	8013	7925	6687	7046	8575	8494	8580	8486
ENSMUSG00000020857	33	33	30	77	59	104	81	82	64
ENSMUSG00000020859	4401	4854	4422	5056	5292	6336	6127	5931	5759
ENSMUSG00000020863	985	946	1052	969	1135	1465	1326	1223	1141
ENSMUSG00000020864	2420	2078	2413	1688	1818	2009	2078	2042	1964
ENSMUSG00000020865	0	1	1	0	1	0	1	1	0
ENSMUSG00000020866	18	20	19	2	2	4	6	4	8
ENSMUSG00000020867	0	0	0	0	0	0	0	0	0
ENSMUSG00000020868	550	717	601	495	625	720	568	604	699
ENSMUSG00000020869	5624	6554	5525	3940	4456	5112	5410	5633	5797
ENSMUSG00000020870	0	0	0	1	0	0	0	1	0
ENSMUSG00000020871	11	11	5	15	11	11	5	9	7
ENSMUSG00000020872	26	12	9	2	1	1	1	1	5
ENSMUSG00000020873	1219	1266	1225	865	936	1118	1164	1280	1184
ENSMUSG00000020875	1	1	1	3	0	3	1	2	0
ENSMUSG00000020876	610	679	578	419	530	658	558	631	624
ENSMUSG00000020877	231	295	223	233	254	308	281	303	313
ENSMUSG00000020878	10	12	24	18	19	20	15	15	14
ENSMUSG00000020882	1951	1685	1886	2577	2641	3503	3081	3141	3341
ENSMUSG00000020883	975	1006	965	823	954	984	1037	1005	1015
ENSMUSG00000020884	1	1	0	7	6	7	8	12	9
ENSMUSG00000020886	706	858	742	1046	1053	1295	1003	1059	1204
ENSMUSG00000020887	5	12	9	6	9	3	4	3	7
ENSMUSG00000020888	969	1062	911	889	959	1208	948	1106	1079
ENSMUSG00000020889	440	699	503	787	872	1199	1135	1261	1123
ENSMUSG00000020890	3	2	2	1	1	0	0	1	0
ENSMUSG00000020891	0	0	0	0	0	1	0	0	0
